caseid,lengua_materna,tipo_residencia,educacion_anios_simples,miembros_hogar,indice_de_riqueza,edad_primer_nacimiento,d104,d106,d107,d108,indice_violencia
      329413701  2,1,1.0,16,3,4.0,26.0,0,0,0,0,0
      329413701  3,10,1.0,8,3,4.0,,0,0,0,0,0
      329414301  1,10,1.0,15,3,3.0,29.0,1,1,0,0,2
      329502301  1,1,1.0,14,2,2.0,24.0,1,0,0,1,2
      329503101  2,1,1.0,16,5,5.0,21.0,0,0,0,0,0
      329503101  4,10,1.0,7,5,5.0,,0,0,0,0,0
      329507001  2,1,1.0,11,6,3.0,19.0,0,0,0,0,0
      329507001  4,10,1.0,10,6,3.0,,0,0,0,0,0
      329507101  1,1,1.0,12,2,4.0,,0,0,0,0,0
      329507101  2,1,1.0,13,2,4.0,,0,0,0,0,0
      329508201  2,1,1.0,14,5,4.0,24.0,0,0,0,0,0
      329510201  3,1,1.0,16,4,4.0,,0,0,0,0,0
      329510201  4,10,1.0,9,4,4.0,,0,0,0,0,0
      329510301  2,1,1.0,12,4,4.0,23.0,0,0,0,0,0
      329510801  2,1,1.0,14,3,3.0,22.0,1,1,0,0,2
      329603001  1,10,1.0,17,4,5.0,21.0,0,0,0,0,0
      329604601  2,10,1.0,18,3,4.0,33.0,0,0,0,0,0
      329609201  1,10,1.0,17,3,4.0,21.0,1,0,0,0,1
      329610001  1,10,1.0,11,3,4.0,14.0,0,0,0,0,0
      329610001  2,10,1.0,12,3,4.0,,0,0,0,0,0
      329611201  3,10,1.0,14,6,4.0,,0,0,0,0,0
      329701301  1,1,1.0,11,3,2.0,32.0,0,0,0,0,0
      329701601  1,1,1.0,12,2,2.0,18.0,0,0,0,0,0
      329703701  2,1,1.0,14,3,2.0,26.0,0,0,0,0,0
      329703901  2,1,1.0,12,3,3.0,23.0,0,1,0,0,1
      329708201  3,10,1.0,11,6,4.0,,0,0,0,0,0
      329708201  4,10,1.0,12,6,4.0,24.0,0,0,0,0,0
      329708601  2,1,1.0,11,4,2.0,23.0,0,0,0,0,0
      329710401  3,10,1.0,16,4,5.0,27.0,0,0,0,0,0
      329800901  3,10,1.0,6,4,2.0,,0,0,0,0,0
      329801901  1,1,1.0,3,3,1.0,16.0,1,1,1,1,4
      329806001  3,10,1.0,8,3,4.0,,0,0,0,0,0
      329809001  2,10,1.0,5,4,1.0,17.0,1,1,0,0,2
      329810701  1,1,1.0,11,3,2.0,21.0,1,1,1,0,3
      329813801  2,1,1.0,5,5,3.0,17.0,1,1,0,0,2
      329813801  3,10,1.0,16,5,3.0,22.0,0,0,0,0,0
      329813801  5,10,1.0,14,5,3.0,,0,0,0,0,0
      329815201  2,1,1.0,14,4,3.0,36.0,1,0,0,0,1
      329815401  2,1,1.0,8,4,3.0,22.0,0,0,0,0,0
      329815401  3,10,1.0,7,4,3.0,,0,0,0,0,0
      329816901  1,10,1.0,17,2,2.0,27.0,0,0,0,0,0
      329908201  2,1,1.0,11,5,2.0,19.0,0,0,0,0,0
      329908201  3,10,1.0,10,5,2.0,,0,0,0,0,0
      329908201  4,10,1.0,7,5,2.0,,0,0,0,0,0
      329908601  2,1,1.0,8,6,3.0,22.0,1,1,0,1,3
      329908601  4,10,1.0,7,6,3.0,,0,0,0,0,0
      329908801  2,1,1.0,14,3,2.0,26.0,0,0,0,0,0
      329909601  1,1,1.0,2,2,2.0,17.0,1,1,0,0,2
      329911401  2,1,1.0,11,4,1.0,23.0,0,1,0,0,1
      329913901  2,1,1.0,11,4,2.0,18.0,1,1,0,0,2
      329914301  2,1,1.0,11,4,3.0,19.0,1,1,0,0,2
      329914401  1,1,1.0,7,3,1.0,28.0,0,0,0,0,0
      329914601  2,1,1.0,11,4,2.0,23.0,0,0,0,0,0
      330002201  1,1,1.0,15,5,1.0,20.0,1,0,0,0,1
      330002701  2,1,1.0,11,4,1.0,18.0,0,0,0,0,0
      330003501  2,1,1.0,12,4,2.0,26.0,1,1,0,1,3
      330004001  2,1,1.0,9,3,1.0,20.0,0,0,0,0,0
      330004001  3,10,1.0,13,3,1.0,,0,0,0,0,0
      330004101  2,1,1.0,8,5,1.0,17.0,1,1,0,1,3
      330004901  2,1,1.0,2,4,1.0,19.0,0,0,0,0,0
      330008301  2,1,1.0,11,5,1.0,25.0,1,1,0,0,2
      330009601  2,1,1.0,10,5,2.0,17.0,1,0,0,0,1
      330010401  1,1,1.0,11,4,2.0,19.0,0,0,0,0,0
      330010401  3,10,1.0,5,4,2.0,,0,0,0,0,0
      330107501  2,1,2.0,11,4,1.0,21.0,0,0,0,0,0
      330107501  3,10,2.0,8,4,1.0,,0,0,0,0,0
      330107701  2,1,2.0,11,3,2.0,31.0,0,1,0,0,1
      330107801  2,1,2.0,4,7,1.0,18.0,0,0,0,0,0
      330107801  4,1,2.0,11,7,1.0,,0,0,0,0,0
      330107801  5,1,2.0,7,7,1.0,,0,0,0,0,0
      330107901  2,1,2.0,11,5,1.0,20.0,0,0,0,0,0
      330109501  2,1,2.0,3,3,1.0,16.0,0,0,0,0,0
      330109701  2,1,2.0,7,4,1.0,20.0,0,0,0,0,0
      330109801  2,10,2.0,11,2,1.0,,0,0,0,0,0
      330109901  2,1,2.0,11,3,1.0,,0,0,0,0,0
      330115301  2,1,2.0,10,6,1.0,20.0,0,0,0,0,0
      330115401  2,1,2.0,6,4,1.0,18.0,0,1,0,0,1
      330201001  2,1,2.0,14,4,2.0,21.0,0,0,0,0,0
      330201601  3,1,2.0,5,4,1.0,,0,0,0,0,0
      330203201  1,10,2.0,11,5,2.0,16.0,1,1,1,0,3
      330204101  2,1,2.0,7,2,1.0,19.0,1,1,1,0,3
      330207101  1,1,2.0,11,4,1.0,18.0,0,0,0,0,0
      330210901  2,1,2.0,5,2,1.0,31.0,0,0,0,0,0
      330211401  3,1,2.0,11,4,1.0,24.0,0,0,0,0,0
      330300501  2,1,2.0,9,7,1.0,19.0,0,0,0,0,0
      330300601  2,1,2.0,9,4,1.0,16.0,0,0,0,0,0
      330301201  2,1,2.0,11,4,1.0,22.0,0,0,0,0,0
      330315001  3,1,2.0,11,4,1.0,,0,0,0,0,0
      330315101  4,1,2.0,11,5,1.0,13.0,0,0,0,0,0
      330315201  2,1,2.0,10,3,1.0,18.0,0,0,0,0,0
      330315301  3,1,2.0,11,5,1.0,18.0,1,0,0,0,1
      330316701  2,10,2.0,11,5,1.0,16.0,1,0,0,0,1
      330317001  2,1,2.0,6,4,1.0,15.0,0,0,0,0,0
      330317401  2,1,2.0,8,4,1.0,16.0,0,0,0,0,0
      330401801  2,1,2.0,13,5,2.0,26.0,1,0,0,0,1
      330402201  2,1,2.0,11,3,2.0,19.0,0,0,0,0,0
      330403001  2,1,2.0,11,4,1.0,17.0,0,0,0,0,0
      330404101  1,1,2.0,9,1,1.0,,0,0,0,0,0
      330404201  3,10,2.0,11,8,1.0,,0,0,0,0,0
      330404201  6,10,2.0,14,8,1.0,23.0,0,0,0,0,0
      330404401  2,1,2.0,2,4,1.0,19.0,1,0,0,0,1
      330409501  2,1,2.0,11,3,1.0,28.0,0,1,0,0,1
      330409601  2,1,2.0,0,5,1.0,16.0,0,1,1,0,2
      330409701  2,1,2.0,6,3,1.0,18.0,0,0,0,0,0
      330409701  3,10,2.0,10,3,1.0,,0,0,0,0,0
      330409901  2,1,2.0,7,4,1.0,18.0,0,0,0,0,0
      330505701  2,1,2.0,10,4,1.0,19.0,0,0,0,0,0
      330506101  2,1,2.0,8,6,1.0,18.0,0,0,0,0,0
      330506101  3,1,2.0,11,6,1.0,,0,0,0,0,0
      330506101  4,1,2.0,8,6,1.0,,0,0,0,0,0
      330506201  4,1,2.0,11,7,1.0,19.0,0,1,0,0,1
      330506301  2,1,2.0,2,4,1.0,18.0,0,0,0,0,0
      330506301  3,10,2.0,12,4,1.0,16.0,0,0,0,0,0
      330506401  2,1,2.0,14,3,1.0,19.0,0,0,0,0,0
      330506501  2,1,2.0,9,5,1.0,17.0,1,0,0,0,1
      330507301  2,1,2.0,11,5,1.0,31.0,0,0,0,0,0
      330507401  2,1,2.0,3,3,1.0,19.0,0,0,0,0,0
      330507501  2,1,2.0,4,6,1.0,23.0,0,0,0,0,0
      330507501  6,1,2.0,6,6,1.0,,0,0,0,0,0
      330507601  2,1,2.0,8,4,1.0,18.0,0,0,0,0,0
      330518501  2,1,2.0,11,3,1.0,20.0,0,0,0,0,0
      330518601  2,1,2.0,3,4,1.0,21.0,0,0,0,0,0
      330518601  3,10,2.0,9,4,1.0,,0,0,0,0,0
      330518701  1,1,2.0,11,2,1.0,20.0,0,1,0,0,1
      330518801  2,1,2.0,9,4,1.0,17.0,0,0,0,0,0
      330518901  1,1,2.0,11,5,1.0,20.0,0,0,0,0,0
      330600201  2,1,2.0,6,2,1.0,17.0,0,1,1,0,2
      330600401  2,1,2.0,4,3,1.0,23.0,0,0,0,0,0
      330603801  2,1,2.0,6,4,1.0,19.0,1,0,0,0,1
      330603801  4,1,2.0,8,4,1.0,,0,0,0,0,0
      330604801  2,1,2.0,6,5,1.0,16.0,0,0,0,0,0
      330604801  3,1,2.0,10,5,1.0,,0,0,0,0,0
      330605001  2,1,2.0,6,3,1.0,25.0,0,0,0,0,0
      330605001  3,10,2.0,11,3,1.0,,0,0,0,0,0
      330703601  1,1,2.0,6,2,1.0,20.0,0,0,0,0,0
      330705701  2,1,2.0,9,3,1.0,,0,0,0,0,0
      330705801  2,1,2.0,8,10,1.0,18.0,1,1,1,1,4
      330705801  8,1,2.0,11,10,1.0,19.0,0,0,0,0,0
      330705801 10,10,2.0,11,10,1.0,,0,0,0,0,0
      330707701  2,1,2.0,6,4,1.0,15.0,0,0,0,0,0
      330801001  8,1,2.0,11,9,1.0,16.0,0,1,0,0,1
      330801101  2,1,2.0,5,4,1.0,16.0,1,1,1,1,4
      330802501  2,1,2.0,10,6,1.0,20.0,0,0,0,0,0
      330802501  4,10,2.0,7,6,1.0,,0,0,0,0,0
      330803201  3,10,2.0,14,4,1.0,,0,0,0,0,0
      330803201  4,10,2.0,13,4,1.0,,0,0,0,0,0
      330805601  1,1,2.0,6,3,1.0,22.0,0,0,0,0,0
      330805901  3,10,2.0,16,3,2.0,,0,0,0,0,0
      330900401  1,1,2.0,11,4,1.0,25.0,1,1,1,1,4
      330900901  2,1,2.0,11,4,1.0,19.0,0,0,0,0,0
      330901501  3,1,2.0,15,5,1.0,,0,0,0,0,0
      330901601  2,1,2.0,11,3,1.0,19.0,0,1,0,0,1
      330904701  2,10,2.0,11,3,1.0,17.0,0,0,0,0,0
      330906401  1,1,2.0,14,2,1.0,23.0,1,1,1,0,3
      330909801  2,1,2.0,10,5,1.0,18.0,0,0,0,0,0
      330911001  2,1,2.0,9,5,1.0,19.0,1,0,0,0,1
      330911501  1,1,2.0,9,2,1.0,36.0,0,0,0,0,0
      331000601  2,1,2.0,5,7,1.0,16.0,0,0,0,0,0
      331000601  7,1,2.0,9,7,1.0,,0,0,0,0,0
      331000801  2,1,2.0,11,5,1.0,22.0,0,0,0,0,0
      331000901  1,1,2.0,1,4,1.0,19.0,1,1,1,0,3
      331001801  2,1,2.0,3,5,1.0,23.0,0,0,0,0,0
      331002101  2,1,2.0,11,4,1.0,21.0,1,1,0,0,2
      331007901  2,1,2.0,8,3,1.0,16.0,1,1,1,1,4
      331100501  3,10,1.0,12,7,3.0,22.0,0,1,0,0,1
      331100501  6,10,1.0,11,7,3.0,17.0,0,0,0,0,0
      331100701  1,10,1.0,11,6,3.0,18.0,0,1,1,0,2
      331100701  3,10,1.0,7,6,3.0,,0,0,0,0,0
      331100701  4,10,1.0,11,6,3.0,16.0,0,0,0,0,0
      331101101  2,10,1.0,14,4,3.0,34.0,0,0,0,0,0
      331101901  2,10,1.0,14,4,5.0,23.0,0,1,0,0,1
      331103201  2,10,1.0,14,4,5.0,29.0,0,0,0,0,0
      331103401  2,1,1.0,15,3,2.0,26.0,0,0,0,0,0
      331104701  1,1,1.0,11,3,2.0,25.0,1,1,0,0,2
      331107901  2,10,1.0,11,3,2.0,34.0,0,0,0,0,0
      331200201  5,10,1.0,14,6,5.0,16.0,0,0,0,0,0
      331200501  3,10,1.0,17,4,5.0,,0,0,0,0,0
      331200501  4,10,1.0,9,4,5.0,,0,0,0,0,0
      331202501  3,10,1.0,16,4,5.0,,0,0,0,0,0
      331203201  4,10,1.0,16,5,5.0,17.0,0,0,0,0,0
      331205001  3,10,1.0,13,5,5.0,,0,0,0,0,0
      331206101  2,10,1.0,14,7,5.0,24.0,0,0,0,0,0
      331300401  1,10,1.0,16,2,4.0,,0,0,0,0,0
      331300401  2,10,1.0,13,2,4.0,,0,0,0,0,0
      331300701  5,10,1.0,14,6,5.0,,0,0,0,0,0
      331302801  2,10,1.0,14,3,4.0,24.0,0,1,1,0,2
      331304101  2,10,1.0,17,4,5.0,37.0,0,0,0,0,0
      331401101  2,10,1.0,14,4,5.0,30.0,0,0,0,0,0
      331401701  1,10,1.0,16,3,5.0,28.0,0,0,0,0,0
      331401801  1,10,1.0,14,1,5.0,,0,0,0,0,0
      331405501  2,10,1.0,17,3,5.0,26.0,0,0,0,0,0
      331407901  2,10,1.0,16,3,4.0,31.0,0,0,0,0,0
      331501801  2,1,1.0,6,4,2.0,18.0,0,0,0,0,0
      331501801  4,10,1.0,8,4,2.0,,0,0,0,0,0
      331504001  2,10,1.0,13,5,5.0,20.0,0,0,0,0,0
      331507801  1,10,1.0,16,2,5.0,25.0,0,0,0,0,0
      331507801  2,10,1.0,10,2,5.0,,0,0,0,0,0
      331510101  3,10,1.0,8,3,3.0,,0,0,0,0,0
      331510102  2,10,1.0,11,4,2.0,20.0,0,0,0,0,0
      331600801  3,10,1.0,16,9,5.0,,0,0,0,0,0
      331602701  2,10,1.0,17,4,5.0,33.0,1,1,0,0,2
      331602801  2,10,1.0,16,4,5.0,26.0,1,1,0,0,2
      331603501  1,10,1.0,16,3,3.0,25.0,1,1,0,0,2
      331607001  2,10,1.0,15,4,4.0,29.0,1,1,0,0,2
      331704401  2,10,1.0,16,5,4.0,30.0,0,0,0,0,0
      331704701  1,10,1.0,11,4,3.0,17.0,0,1,0,0,1
      331704701  4,10,1.0,11,4,3.0,,0,0,0,0,0
      331707501  2,1,1.0,16,5,4.0,27.0,0,0,0,0,0
      331707601  2,10,1.0,11,6,5.0,25.0,0,0,0,0,0
      331707601  6,10,1.0,11,6,5.0,,0,0,0,0,0
      331708001  1,10,1.0,11,5,4.0,20.0,1,1,0,0,2
      331711601  2,10,1.0,16,3,3.0,29.0,0,0,0,0,0
      331711701  1,10,1.0,14,2,3.0,24.0,1,0,0,0,1
      331713801  2,10,1.0,11,4,3.0,18.0,0,1,0,0,1
      331802501  2,1,1.0,13,5,2.0,27.0,1,1,0,1,3
      331804601  2,10,1.0,16,3,4.0,31.0,0,0,0,0,0
      331806201  4,10,1.0,16,4,3.0,,0,0,0,0,0
      331813501  2,10,1.0,12,3,5.0,24.0,1,1,0,0,2
      331815701  2,10,1.0,11,7,4.0,23.0,0,0,0,0,0
      331815701  3,10,1.0,16,7,4.0,,0,0,0,0,0
      331815701  4,10,1.0,16,7,4.0,,0,0,0,0,0
      331815701  6,10,1.0,11,7,4.0,,0,0,0,0,0
      331817001  2,10,1.0,14,5,3.0,36.0,0,0,0,0,0
      331901001  2,10,1.0,12,3,3.0,19.0,0,0,0,0,0
      331903401  2,10,1.0,16,7,4.0,26.0,0,1,0,0,1
      331905701  1,10,1.0,8,4,4.0,16.0,1,1,1,1,4
      331905701  2,10,1.0,11,4,4.0,,0,0,0,0,0
      331905701  3,10,1.0,8,4,4.0,,0,0,0,0,0
      331910601  2,10,1.0,15,4,5.0,18.0,0,0,0,0,0
      331912501  1,10,1.0,14,2,3.0,24.0,0,0,0,0,0
      331913101  2,10,1.0,16,4,5.0,31.0,0,0,0,0,0
      331913801  2,10,1.0,12,5,3.0,21.0,0,0,0,0,0
      331913801  3,10,1.0,7,5,3.0,,0,0,0,0,0
      332000601  4,10,1.0,14,4,4.0,,0,0,0,0,0
      332000701  2,10,1.0,14,3,2.0,33.0,1,0,0,0,1
      332001001  2,1,1.0,14,4,5.0,18.0,0,0,0,0,0
      332001001  4,1,1.0,11,4,5.0,,0,0,0,0,0
      332001401  2,10,1.0,11,3,4.0,19.0,0,1,0,0,1
      332004101  1,10,1.0,11,3,2.0,18.0,0,0,0,0,0
      332004701  2,1,1.0,11,4,4.0,23.0,0,0,0,0,0
      332004701  3,10,1.0,7,4,4.0,,0,0,0,0,0
      332005301  2,1,1.0,11,4,3.0,23.0,0,1,0,0,1
      332005801  2,1,1.0,2,7,3.0,17.0,1,1,1,1,4
      332005801  4,10,1.0,10,7,3.0,,0,0,0,0,0
      332005801  5,10,1.0,11,7,3.0,21.0,0,0,0,0,0
      332105201  3,1,1.0,11,5,3.0,23.0,0,0,0,0,0
      332113201  2,6,1.0,15,4,3.0,27.0,0,0,0,0,0
      332114301  4,10,1.0,12,5,5.0,,0,0,0,0,0
      332114301  5,10,1.0,7,5,5.0,,0,0,0,0,0
      332115201  2,10,1.0,14,4,5.0,16.0,0,0,0,0,0
      332115201  4,10,1.0,11,4,5.0,,0,0,0,0,0
      332116401  2,10,1.0,16,5,5.0,27.0,1,1,1,0,3
      332200101  2,10,1.0,13,5,3.0,22.0,0,1,0,1,2
      332201901  4,10,1.0,14,7,3.0,40.0,0,0,0,0,0
      332202101  2,2,1.0,8,3,4.0,22.0,1,1,1,0,3
      332202101  3,10,1.0,9,3,4.0,,0,0,0,0,0
      332202701  2,1,1.0,12,5,3.0,22.0,0,1,0,0,1
      332204001  2,10,1.0,11,3,2.0,21.0,1,1,0,0,2
      332204901  3,10,1.0,12,3,4.0,,0,0,0,0,0
      332205501  1,10,1.0,14,4,5.0,17.0,0,0,0,0,0
      332207101  1,10,1.0,9,6,3.0,21.0,0,0,0,0,0
      332207101  2,10,1.0,11,6,3.0,,0,0,0,0,0
      332207101  3,10,1.0,9,6,3.0,,0,0,0,0,0
      332207101  4,10,1.0,11,6,3.0,20.0,1,0,0,0,1
      332302601  2,10,1.0,16,5,4.0,27.0,0,0,0,0,0
      332307901  4,10,1.0,15,7,5.0,27.0,0,0,0,0,0
      332309001  2,10,1.0,14,4,5.0,22.0,0,0,0,0,0
      332310001  1,10,1.0,16,2,5.0,21.0,1,1,0,0,2
      332312701  2,10,1.0,18,5,5.0,29.0,0,0,0,0,0
      332313701  2,1,1.0,11,3,4.0,25.0,0,0,0,0,0
      332400301  1,10,1.0,11,4,2.0,26.0,0,0,0,1,1
      332400301  3,2,1.0,9,4,2.0,,0,0,0,0,0
      332400901  2,10,1.0,12,6,3.0,21.0,1,0,0,0,1
      332402101  5,10,1.0,11,7,3.0,15.0,0,0,0,0,0
      332402601  2,2,1.0,9,4,2.0,18.0,1,1,1,0,3
      332403101  1,1,1.0,6,5,2.0,23.0,0,0,0,0,0
      332403101  2,10,1.0,15,5,2.0,,0,0,0,0,0
      332405001  2,10,1.0,11,5,3.0,22.0,0,0,0,0,0
      332406701  2,2,1.0,11,6,3.0,20.0,0,1,1,0,2
      332406701  4,10,1.0,9,6,3.0,,0,0,0,0,0
      332500801  1,1,1.0,14,2,1.0,27.0,1,1,0,0,2
      332501001  2,10,1.0,12,5,2.0,21.0,0,0,0,0,0
      332501001  3,10,1.0,12,5,2.0,,0,0,0,0,0
      332502401  2,10,1.0,6,4,3.0,14.0,0,0,0,0,0
      332505201  2,1,1.0,12,4,2.0,19.0,0,0,0,0,0
      332507401  2,10,1.0,16,4,4.0,36.0,0,0,0,0,0
      332508201  3,1,1.0,11,6,2.0,,0,0,0,0,0
      332508201  4,10,1.0,10,6,2.0,,0,0,0,0,0
      332508201  5,1,1.0,11,6,2.0,18.0,0,0,0,0,0
      332508401  2,1,1.0,11,5,2.0,16.0,1,1,0,0,2
      332509001  2,2,1.0,11,3,3.0,23.0,0,0,0,0,0
      332509101  1,10,1.0,10,3,2.0,18.0,1,1,0,0,2
      332600501  2,10,1.0,14,5,3.0,19.0,0,0,0,0,0
      332600701  1,10,1.0,8,5,5.0,19.0,0,0,0,0,0
      332600701  3,10,1.0,16,5,5.0,,0,0,0,0,0
      332600701  4,10,1.0,11,5,5.0,,0,0,0,0,0
      332602101  1,10,1.0,14,4,3.0,24.0,0,1,0,0,1
      332602301  2,10,1.0,14,4,3.0,25.0,0,0,0,0,0
      332602701  3,10,1.0,11,3,4.0,,0,0,0,0,0
      332603101  3,10,1.0,11,6,3.0,18.0,1,1,0,0,2
      332603101  5,10,1.0,11,6,3.0,19.0,0,0,0,0,0
      332603301  1,10,1.0,13,5,3.0,20.0,0,0,0,0,0
      332604401  2,10,1.0,14,3,2.0,35.0,0,0,0,0,0
      332605901  2,1,1.0,14,4,3.0,23.0,1,1,0,0,2
      332607301  2,10,1.0,11,2,5.0,,0,0,0,0,0
      332704901  2,10,1.0,11,4,3.0,16.0,0,1,0,0,1
      332705301  1,10,1.0,14,8,3.0,19.0,0,1,0,0,1
      332705301  4,10,1.0,8,8,3.0,,0,0,0,0,0
      332707501  2,1,1.0,11,5,2.0,19.0,0,0,0,0,0
      332707601  1,1,1.0,9,3,3.0,,0,1,0,0,1
      332708501  1,1,1.0,8,2,2.0,22.0,0,0,0,0,0
      332709601  2,10,1.0,10,5,4.0,18.0,1,1,0,0,2
      332709601  3,10,1.0,8,5,4.0,,0,0,0,0,0
      332709701  1,10,1.0,11,3,3.0,18.0,0,0,0,0,0
      332800301  2,10,1.0,11,6,3.0,18.0,1,0,0,0,1
      332800301  6,10,1.0,6,6,3.0,,0,0,0,0,0
      332800801  2,10,1.0,11,3,3.0,17.0,0,1,0,0,1
      332801001  3,10,1.0,11,8,4.0,,0,0,0,0,0
      332801001  4,10,1.0,12,8,4.0,,0,0,0,0,0
      332802401  1,10,1.0,8,6,2.0,17.0,1,1,1,1,4
      332804601  1,10,1.0,11,4,3.0,20.0,0,0,0,0,0
      332805001  3,10,1.0,11,4,3.0,19.0,0,0,0,0,0
      332807201  2,10,1.0,12,3,4.0,28.0,0,0,0,0,0
      332808801  2,10,1.0,16,4,3.0,19.0,0,0,0,0,0
      332903501  2,1,1.0,8,6,2.0,20.0,0,0,0,0,0
      332903501  6,1,1.0,8,6,2.0,,0,0,0,0,0
      332904801  2,1,1.0,8,7,2.0,18.0,1,1,1,0,3
      332906201  2,2,1.0,13,5,3.0,,0,0,0,0,0
      332906201  3,2,1.0,10,5,3.0,22.0,0,0,0,0,0
      332906601  1,1,1.0,5,6,2.0,18.0,0,0,0,0,0
      332907201  2,1,1.0,4,5,1.0,21.0,0,0,0,0,0
      332907201  3,1,1.0,7,5,1.0,,0,0,0,0,0
      332909301  2,1,1.0,6,6,2.0,18.0,1,0,0,0,1
      332909401  2,1,1.0,13,3,2.0,21.0,0,0,0,0,0
      332909801  1,1,1.0,5,4,2.0,16.0,0,1,0,0,1
      332909801  3,10,1.0,6,4,2.0,,0,0,0,0,0
      332910701  1,1,1.0,3,7,4.0,16.0,1,0,1,0,2
      332910701  5,1,1.0,11,7,4.0,17.0,0,0,0,0,0
      333000901  2,10,2.0,10,4,1.0,18.0,0,0,0,0,0
      333003301  2,10,2.0,11,5,4.0,16.0,0,0,0,0,0
      333004701  1,10,2.0,11,3,1.0,23.0,1,0,0,0,1
      333004701  3,10,2.0,8,3,1.0,,0,0,0,0,0
      333005001  2,10,2.0,11,5,2.0,19.0,0,0,0,0,0
      333005001  5,10,2.0,14,5,2.0,,0,0,0,0,0
      333005401  2,10,2.0,10,6,2.0,18.0,0,0,0,0,0
      333005401  4,10,2.0,8,6,2.0,,0,0,0,0,0
      333006301  1,1,2.0,9,6,2.0,18.0,1,1,1,1,4
      333006601  2,10,2.0,11,4,2.0,20.0,0,0,0,0,0
      333011001  1,10,2.0,11,4,2.0,17.0,0,0,0,0,0
      333011601  2,10,2.0,11,4,2.0,19.0,1,1,0,0,2
      333011801  4,10,2.0,16,5,2.0,33.0,0,0,0,0,0
      333012601  2,10,2.0,11,4,2.0,20.0,0,0,0,0,0
      333100301  2,10,2.0,11,3,3.0,24.0,1,0,0,0,1
      333101001  4,10,2.0,14,5,3.0,,0,0,0,0,0
      333103001  2,10,2.0,16,4,2.0,,0,0,0,0,0
      333108501  2,10,2.0,9,2,2.0,17.0,0,0,0,0,0
      333202201  2,1,1.0,17,4,3.0,32.0,0,0,0,0,0
      333202201  4,1,1.0,9,4,3.0,,0,0,0,0,0
      333202801  2,10,1.0,16,5,3.0,22.0,0,0,0,0,0
      333204001  1,10,1.0,14,2,5.0,,0,0,0,0,0
      333204701  2,1,1.0,13,3,2.0,18.0,1,1,1,1,4
      333205901  4,10,1.0,13,5,3.0,19.0,0,0,0,0,0
      333207901  2,1,1.0,16,3,4.0,27.0,0,0,0,0,0
      333208901  2,1,1.0,11,4,2.0,,0,0,0,0,0
      333209101  1,1,1.0,16,3,4.0,36.0,1,1,0,0,2
      333300101  2,1,1.0,11,5,2.0,20.0,0,1,0,0,1
      333302301  2,10,1.0,11,4,1.0,22.0,0,0,0,0,0
      333303301  2,10,1.0,11,5,3.0,17.0,0,1,0,0,1
      333303301  3,10,1.0,6,5,3.0,,0,0,0,0,0
      333303901  2,1,1.0,11,5,3.0,22.0,1,1,1,0,3
      333303901  4,10,1.0,11,5,3.0,,0,0,0,0,0
      333304201  2,10,1.0,13,3,2.0,,0,0,0,0,0
      333304201  3,1,1.0,8,3,2.0,,0,0,0,0,0
      333306301  2,1,1.0,9,7,3.0,18.0,0,0,0,0,0
      333306701  2,1,1.0,9,5,2.0,16.0,0,0,0,0,0
      333307201  2,10,1.0,8,4,2.0,20.0,0,0,0,0,0
      333401201  2,1,1.0,6,5,3.0,18.0,0,0,0,0,0
      333401201  3,1,1.0,11,5,3.0,15.0,0,0,0,0,0
      333403701  2,1,1.0,11,4,1.0,18.0,0,0,0,0,0
      333403801  2,1,1.0,11,3,1.0,17.0,0,0,0,0,0
      333404601  2,1,1.0,11,4,1.0,18.0,0,0,0,0,0
      333406701  1,10,1.0,11,5,3.0,20.0,0,1,0,0,1
      333406701  2,10,1.0,11,5,3.0,,0,0,0,0,0
      333408801  1,1,1.0,6,7,3.0,16.0,0,1,0,0,1
      333408801  5,10,1.0,11,7,3.0,,0,0,0,0,0
      333408801  6,10,1.0,11,7,3.0,25.0,0,0,0,0,0
      333409901  2,1,1.0,3,4,2.0,19.0,0,0,0,0,0
      333410901  4,1,1.0,14,6,2.0,23.0,1,1,0,0,2
      333411101  1,1,1.0,8,4,2.0,20.0,0,0,0,0,0
      333500701  1,10,1.0,16,2,3.0,29.0,0,0,0,0,0
      333502701  2,10,1.0,11,7,3.0,18.0,0,0,0,0,0
      333502701  5,1,1.0,11,7,3.0,,0,0,0,0,0
      333503601  2,10,1.0,14,3,4.0,27.0,0,0,0,0,0
      333504201  2,10,1.0,11,4,4.0,26.0,0,0,0,0,0
      333504201  4,1,1.0,6,4,4.0,,0,0,0,0,0
      333507901  2,10,1.0,16,3,2.0,34.0,0,0,0,0,0
      333510301  1,10,1.0,16,3,2.0,26.0,0,0,0,0,0
      333510601  5,10,1.0,14,7,3.0,19.0,0,0,0,0,0
      333511501  2,1,1.0,7,5,2.0,18.0,0,0,0,0,0
      333600201  2,10,1.0,11,3,2.0,18.0,0,0,0,0,0
      333600701  1,10,1.0,12,2,2.0,17.0,0,0,0,0,0
      333601001  3,10,1.0,14,4,3.0,,0,0,0,0,0
      333601001  4,10,1.0,7,4,3.0,,0,0,0,0,0
      333601501  2,1,1.0,14,4,3.0,16.0,0,0,0,0,0
      333601501  3,10,1.0,10,4,3.0,,0,0,0,0,0
      333602301  1,1,1.0,11,5,3.0,16.0,0,0,0,0,0
      333604101  2,10,1.0,13,6,3.0,21.0,0,0,0,0,0
